dep,type,idx,name,latitude,longitude
Somme,B,165,Maison d’arrêt d’Amiens,49.90894685,2.3238009614876383
Tarn,B,166,Maison d’arrêt d’Albi,43.9171338,2.1230686747736267
Tarn-et-Garonne,B,167,Maison d’arrêt de Montauban,44.007857650000005,1.3626104345587442
Var,B,168,Maison d’arrêt de Draguignan,43.5020625,6.423950188331135
Var,B,169,Quartier maison d’arrêt du centre pénitentiaire de Toulon-La Farlède,43.15857185,6.056813740287114
Vaucluse,B,170,Quartier maison d’arrêt du centre pénitentiaire d’Avignon-Le Pontet,43.9689913,4.863238544847514
Vendée,B,171,Maison d’arrêt de Fontenay-le-Comte,46.46834855,-0.8128138798529407
Vendée,B,172,Maison d’arrêt de La Roche-sur-Yon,46.6757062,-1.426109112020439
Vienne,B,173,Quartier maison d’arrêt du centre pénitentiaire de Poitiers-Vivonne,46.4134051,0.24128725378547078
Haute-Vienne,B,174,Maison d’arrêt de Limoges,45.8314654,1.2511165440933076
Vosges,B,175,Maison d’arrêt d’Epinal,48.18804605,6.468716337905144
Yonne,B,176,Maison d’arrêt d’Auxerre,47.803244199999995,3.565992329526133
Territoire de Belfort,B,177,Maison d’arrêt de Belfort,47.63769765,6.863312961598869
Essonne,B,178,Maison d’arrêt de Fleury-Mérogis,48.6379041,2.375435972776474
Hauts-de-Seine,B,179,Quartier maison d’arrêt du centre pénitentiaire de Nanterre-Hauts-de-Seine,48.906717,2.2046705304022822
