Type of crime,Region,Year,The number of crimes,The number of crimes (cases per 100.000 population)
Robbery without violence,Tuva Republic,2011,340,110.3
Robbery without violence,Republic of Khakassia,2011,448,84.2
Robbery without violence,Altai Krai,2011,1826,75.5
Robbery without violence,Zabaykalsky Krai,2011,1463,132.3
Robbery without violence,Krasnoyarsk Krai,2011,3284,116.1
Robbery without violence,Irkutsk Oblast,2011,5238,215.7
Robbery without violence,Kemerovo Oblast,2011,5829,211.1
Robbery without violence,Novosibirsk Oblast,2011,3202,120.1
Robbery without violence,Omsk Oblast,2011,1256,63.5
Robbery without violence,Tomsk Oblast,2011,1532,146.1
Robbery without violence,Sakha (Yakutia) Republic,2011,1035,108.0
Robbery without violence,Kamchatka Krai,2011,196,60.9
Robbery without violence,Primorsky Krai,2011,2893,148.1
Robbery without violence,Khabarovsk Krai,2011,2107,156.9
Robbery without violence,Amur Oblast,2011,956,115.4
Robbery without violence,Magadan Oblast,2011,127,81.1
Robbery without violence,Sakhalin Oblast,2011,486,97.8
Robbery without violence,Jewish Autonomous Oblast,2011,182,103.2
Robbery without violence,Chukotka Autonomous Okrug,2011,16,31.8
Robbery with violence,Russian Federation,2011,20080,14.1
Robbery with violence,Belgorod Oblast,2011,58,3.8
Robbery with violence,Bryansk Oblast,2011,99,7.8
Robbery with violence,Vladimir Oblast,2011,253,17.6
Robbery with violence,Voronezh Oblast,2011,252,10.8
Robbery with violence,Ivanovo Oblast,2011,146,13.8
Robbery with violence,Kaluga Oblast,2011,169,16.7
Robbery with violence,Kostroma Oblast,2011,61,9.2
Robbery with violence,Kursk Oblast,2011,86,7.6
Robbery with violence,Lipetsk Oblast,2011,80,6.8
Robbery with violence,Moscow Oblast,2011,1281,18.6
Robbery with violence,Oryol Oblast,2011,62,7.9
Robbery with violence,Ryazan Oblast,2011,75,6.5
Robbery with violence,Smolensk Oblast,2011,101,10.3
Robbery with violence,Tambov Oblast,2011,53,4.9
Robbery with violence,Tver Oblast,2011,237,17.6
Robbery with violence,Tula Oblast,2011,133,8.6
Robbery with violence,Yaroslavl Oblast,2011,201,15.8
Robbery with violence,Moscow,2011,2481,21.1
Robbery with violence,Republic of Karelia,2011,69,10.7
Robbery with violence,Komi Republic,2011,70,7.8
Robbery with violence,Arkhangelsk Oblast,2011,162,13.7
Robbery with violence,Nenets Autonomous Okrug,2011,4,9.5
Robbery with violence,Vologda Oblast,2011,164,13.7
Robbery with violence,Kaliningrad Oblast,2011,100,10.6
Robbery with violence,Leningrad Oblast,2011,225,13.1
Robbery with violence,Murmansk Oblast,2011,87,11.0
Robbery with violence,Novgorod Oblast,2011,78,12.3
Robbery with violence,Pskov Oblast,2011,81,12.1
Robbery with violence,Saint Petersburg,2011,897,18.3
Robbery with violence,Republic of Dagestan,2011,157,5.4
Robbery with violence,Republic of Ingushetia,2011,25,6.0
Robbery with violence,Kabardino-Balkar Republic,2011,121,14.1
Robbery with violence,Karachay-Cherkess Republic,2011,49,10.3
Robbery with violence,Republic of North Ossetia-Alania,2011,51,7.2
Robbery with violence,Chechen Republic,2011,38,3.0
Robbery with violence,Stavropol Krai,2011,299,10.7
Robbery with violence,Republic of Adygea,2011,20,4.5
Robbery with violence,Republic of Kalmykia,2011,18,6.2
Robbery with violence,Republic of Crimea,2011,NaN,NaN
Robbery with violence,Krasnodar Krai,2011,403,7.7
Robbery with violence,Astrakhan Oblast,2011,151,15.0
Robbery with violence,Volgograd Oblast,2011,252,9.7
Robbery with violence,Rostov Oblast,2011,544,12.7
Robbery with violence,Sevastopol,2011,NaN,NaN
Robbery with violence,Republic of Bashkortostan,2011,391,9.6
Robbery with violence,Mari El Republic,2011,75,10.8
Robbery with violence,Republic of Mordovia,2011,41,4.9
Robbery with violence,Republic of Tatarstan,2011,352,9.3
Robbery with violence,Udmurt Republic,2011,225,14.8
Robbery with violence,Chuvash Republic,2011,119,9.5
Robbery with violence,Perm Krai,2011,485,18.4
Robbery with violence,Kirov Oblast,2011,102,7.6
Robbery with violence,Nizhny Novgorod Oblast,2011,466,14.1
Robbery with violence,Orenburg Oblast,2011,169,8.3
Robbery with violence,Penza Oblast,2011,60,4.3
Robbery with violence,Samara Oblast,2011,669,20.8
Robbery with violence,Saratov Oblast,2011,192,7.6
Robbery with violence,Ulyanovsk Oblast,2011,201,15.6
Robbery with violence,Kurgan Oblast,2011,78,8.6
Robbery with violence,Sverdlovsk Oblast,2011,597,13.9
Robbery with violence,Tyumen Oblast,2011,204,15.2
Robbery with violence,Khanty–Mansi Autonomous Okrug – Yugra,2011,171,11.1
Robbery with violence,Yamalo-Nenets Autonomous Okrug,2011,42,8.0
Robbery with violence,Chelyabinsk Oblast,2011,585,16.8
Robbery with violence,Altai Republic,2011,15,7.3
Robbery with violence,Republic of Buryatia,2011,128,13.2
Robbery with violence,Tuva Republic,2011,64,20.8
Robbery with violence,Republic of Khakassia,2011,60,11.3
Robbery with violence,Altai Krai,2011,198,8.2
Robbery with violence,Zabaykalsky Krai,2011,283,25.6
Robbery with violence,Krasnoyarsk Krai,2011,503,17.8
Robbery with violence,Irkutsk Oblast,2011,823,33.9
Robbery with violence,Kemerovo Oblast,2011,775,28.1
Robbery with violence,Novosibirsk Oblast,2011,547,20.5
Robbery with violence,Omsk Oblast,2011,336,17.0
Robbery with violence,Tomsk Oblast,2011,116,11.1
Robbery with violence,Sakha (Yakutia) Republic,2011,105,11.0
Robbery with violence,Kamchatka Krai,2011,20,6.2
Robbery with violence,Primorsky Krai,2011,425,21.8
Robbery with violence,Khabarovsk Krai,2011,167,12.4
Robbery with violence,Amur Oblast,2011,123,14.8
Robbery with violence,Magadan Oblast,2011,26,16.6
Robbery with violence,Sakhalin Oblast,2011,33,6.6
Robbery with violence,Jewish Autonomous Oblast,2011,19,10.8
Robbery with violence,Chukotka Autonomous Okrug,2011,2,4.0
Extortion,Russian Federation,2011,5915,4.1
Extortion,Belgorod Oblast,2011,29,1.9
Extortion,Bryansk Oblast,2011,22,1.7
Extortion,Vladimir Oblast,2011,62,4.3
Extortion,Voronezh Oblast,2011,44,1.9
Extortion,Ivanovo Oblast,2011,31,2.9
Extortion,Kaluga Oblast,2011,39,3.9
Extortion,Kostroma Oblast,2011,41,6.2
Extortion,Kursk Oblast,2011,9,0.8
Extortion,Lipetsk Oblast,2011,22,1.9
Extortion,Moscow Oblast,2011,146,2.1
Extortion,Oryol Oblast,2011,6,0.8
Extortion,Ryazan Oblast,2011,10,0.9
Extortion,Smolensk Oblast,2011,48,4.9
Extortion,Tambov Oblast,2011,16,1.5
Extortion,Tver Oblast,2011,36,2.7
Extortion,Tula Oblast,2011,22,1.4
Extortion,Yaroslavl Oblast,2011,23,1.8
Extortion,Moscow,2011,176,1.5
Extortion,Republic of Karelia,2011,8,1.2
Extortion,Komi Republic,2011,76,8.5
Extortion,Arkhangelsk Oblast,2011,74,6.3
Extortion,Nenets Autonomous Okrug,2011,5,11.9
Extortion,Vologda Oblast,2011,47,3.9
Extortion,Kaliningrad Oblast,2011,18,1.9
Extortion,Leningrad Oblast,2011,129,7.5
Extortion,Murmansk Oblast,2011,33,4.2
Extortion,Novgorod Oblast,2011,17,2.7
Extortion,Pskov Oblast,2011,25,3.7
Extortion,Saint Petersburg,2011,135,2.8
Extortion,Republic of Dagestan,2011,74,2.5
Extortion,Republic of Ingushetia,2011,5,1.2
Extortion,Kabardino-Balkar Republic,2011,20,2.3
Extortion,Karachay-Cherkess Republic,2011,34,7.1
Extortion,Republic of North Ossetia-Alania,2011,13,1.8
Extortion,Chechen Republic,2011,18,1.4
Extortion,Stavropol Krai,2011,77,2.8
Extortion,Republic of Adygea,2011,25,5.7
Extortion,Republic of Kalmykia,2011,37,12.8
Extortion,Republic of Crimea,2011,NaN,NaN
Extortion,Krasnodar Krai,2011,126,2.4
Extortion,Astrakhan Oblast,2011,64,6.3
Extortion,Volgograd Oblast,2011,105,4.0
Extortion,Rostov Oblast,2011,71,1.7
Extortion,Sevastopol,2011,NaN,NaN
Extortion,Republic of Bashkortostan,2011,170,4.2
Extortion,Mari El Republic,2011,35,5.0
Extortion,Republic of Mordovia,2011,18,2.2
Extortion,Republic of Tatarstan,2011,174,4.6
Extortion,Udmurt Republic,2011,71,4.7
Extortion,Chuvash Republic,2011,148,11.8
Extortion,Perm Krai,2011,129,4.9
Extortion,Kirov Oblast,2011,66,4.9
Extortion,Nizhny Novgorod Oblast,2011,283,8.6
Extortion,Orenburg Oblast,2011,68,3.3
Extortion,Penza Oblast,2011,26,1.9
Extortion,Samara Oblast,2011,162,5.0
Extortion,Saratov Oblast,2011,63,2.5
Extortion,Ulyanovsk Oblast,2011,68,5.3
Extortion,Kurgan Oblast,2011,32,3.5
Extortion,Sverdlovsk Oblast,2011,141,3.3
Extortion,Tyumen Oblast,2011,193,14.4
Extortion,Khanty–Mansi Autonomous Okrug – Yugra,2011,151,9.8
Extortion,Yamalo-Nenets Autonomous Okrug,2011,36,6.9
Extortion,Chelyabinsk Oblast,2011,105,3.0
Extortion,Altai Republic,2011,7,3.4
Extortion,Republic of Buryatia,2011,82,8.4
Extortion,Tuva Republic,2011,6,1.9
Extortion,Republic of Khakassia,2011,26,4.9
Extortion,Altai Krai,2011,81,3.4
Extortion,Zabaykalsky Krai,2011,116,10.5
Extortion,Krasnoyarsk Krai,2011,119,4.2
Extortion,Irkutsk Oblast,2011,125,5.1
Extortion,Kemerovo Oblast,2011,112,4.1
Extortion,Novosibirsk Oblast,2011,127,4.8
Extortion,Omsk Oblast,2011,20,1.0
Extortion,Tomsk Oblast,2011,16,1.5
Extortion,Sakha (Yakutia) Republic,2011,40,4.2
Extortion,Kamchatka Krai,2011,12,3.7
Extortion,Primorsky Krai,2011,123,6.3
Extortion,Khabarovsk Krai,2011,37,2.8
Extortion,Amur Oblast,2011,56,6.8
Extortion,Magadan Oblast,2011,3,1.9
Extortion,Sakhalin Oblast,2011,11,2.2
Extortion,Jewish Autonomous Oblast,2011,5,2.8
Extortion,Chukotka Autonomous Okrug,2011,0,0.0
Hooliganism,Russian Federation,2011,5635,3.9
Hooliganism,Belgorod Oblast,2011,24,1.6
Hooliganism,Bryansk Oblast,2011,65,5.1
Hooliganism,Vladimir Oblast,2011,46,3.2
Hooliganism,Voronezh Oblast,2011,43,1.8
Hooliganism,Ivanovo Oblast,2011,67,6.3
Hooliganism,Kaluga Oblast,2011,38,3.8
Hooliganism,Kostroma Oblast,2011,18,2.7
Hooliganism,Kursk Oblast,2011,14,1.2
Hooliganism,Lipetsk Oblast,2011,26,2.2
Hooliganism,Moscow Oblast,2011,291,4.2
Hooliganism,Oryol Oblast,2011,28,3.6
Hooliganism,Ryazan Oblast,2011,12,1.0
Hooliganism,Smolensk Oblast,2011,94,9.6
Hooliganism,Tambov Oblast,2011,58,5.3
Hooliganism,Tver Oblast,2011,68,5.0
Hooliganism,Tula Oblast,2011,18,1.2
Hooliganism,Yaroslavl Oblast,2011,15,1.2
Hooliganism,Moscow,2011,871,7.4
Hooliganism,Republic of Karelia,2011,26,4.0
Hooliganism,Komi Republic,2011,39,4.3
Hooliganism,Arkhangelsk Oblast,2011,41,3.5
Hooliganism,Nenets Autonomous Okrug,2011,2,4.8
Hooliganism,Vologda Oblast,2011,130,10.8
Hooliganism,Kaliningrad Oblast,2011,14,1.5
Hooliganism,Leningrad Oblast,2011,62,3.6
Hooliganism,Murmansk Oblast,2011,48,6.0
Hooliganism,Novgorod Oblast,2011,29,4.6
Hooliganism,Pskov Oblast,2011,11,1.6
Hooliganism,Saint Petersburg,2011,186,3.8
Hooliganism,Republic of Dagestan,2011,78,2.7
Hooliganism,Republic of Ingushetia,2011,7,1.7
Hooliganism,Kabardino-Balkar Republic,2011,18,2.1
Hooliganism,Karachay-Cherkess Republic,2011,6,1.3
Hooliganism,Republic of North Ossetia-Alania,2011,17,2.4
Hooliganism,Chechen Republic,2011,10,0.8
Hooliganism,Stavropol Krai,2011,128,4.6
Hooliganism,Republic of Adygea,2011,11,2.5
Hooliganism,Republic of Kalmykia,2011,19,6.6
Hooliganism,Republic of Crimea,2011,NaN,NaN
Hooliganism,Krasnodar Krai,2011,112,2.1
Hooliganism,Astrakhan Oblast,2011,48,4.8
Hooliganism,Volgograd Oblast,2011,108,4.1
Hooliganism,Rostov Oblast,2011,75,1.8
Hooliganism,Sevastopol,2011,NaN,NaN
Hooliganism,Republic of Bashkortostan,2011,138,3.4
Hooliganism,Mari El Republic,2011,109,15.7
Hooliganism,Republic of Mordovia,2011,9,1.1
Hooliganism,Republic of Tatarstan,2011,227,6.0
Hooliganism,Udmurt Republic,2011,118,7.8
Hooliganism,Chuvash Republic,2011,71,5.7
Hooliganism,Perm Krai,2011,85,3.2
Hooliganism,Kirov Oblast,2011,52,3.9
Hooliganism,Nizhny Novgorod Oblast,2011,50,1.5
Hooliganism,Orenburg Oblast,2011,26,1.3
Hooliganism,Penza Oblast,2011,6,0.4
Hooliganism,Samara Oblast,2011,125,3.9
Hooliganism,Saratov Oblast,2011,43,1.7
Hooliganism,Ulyanovsk Oblast,2011,41,3.2
Hooliganism,Kurgan Oblast,2011,160,17.6
Hooliganism,Sverdlovsk Oblast,2011,113,2.6
Hooliganism,Tyumen Oblast,2011,120,8.9
Hooliganism,Khanty–Mansi Autonomous Okrug – Yugra,2011,208,13.5
Hooliganism,Yamalo-Nenets Autonomous Okrug,2011,12,2.3
Hooliganism,Chelyabinsk Oblast,2011,161,4.6
Hooliganism,Altai Republic,2011,1,0.5
Hooliganism,Republic of Buryatia,2011,40,4.1
Hooliganism,Tuva Republic,2011,10,3.2
Hooliganism,Republic of Khakassia,2011,12,2.3
Hooliganism,Altai Krai,2011,17,0.7
Hooliganism,Zabaykalsky Krai,2011,24,2.2
Hooliganism,Krasnoyarsk Krai,2011,103,3.6
Hooliganism,Irkutsk Oblast,2011,105,4.3
Hooliganism,Kemerovo Oblast,2011,58,2.1
Hooliganism,Novosibirsk Oblast,2011,80,3.0
Hooliganism,Omsk Oblast,2011,28,1.4
Hooliganism,Tomsk Oblast,2011,13,1.2
Hooliganism,Sakha (Yakutia) Republic,2011,15,1.6
Hooliganism,Kamchatka Krai,2011,7,2.2
Hooliganism,Primorsky Krai,2011,67,3.4
Hooliganism,Khabarovsk Krai,2011,25,1.9
Hooliganism,Amur Oblast,2011,17,2.1
Hooliganism,Magadan Oblast,2011,1,0.6
Hooliganism,Sakhalin Oblast,2011,3,0.6
Hooliganism,Jewish Autonomous Oblast,2011,3,1.7
Hooliganism,Chukotka Autonomous Okrug,2011,0,0.0
Crimes in the Sphere of Economic Activity,Russian Federation,2011,202454,141.7
Crimes in the Sphere of Economic Activity,Belgorod Oblast,2011,2004,130.8
Crimes in the Sphere of Economic Activity,Bryansk Oblast,2011,1839,144.2
Crimes in the Sphere of Economic Activity,Vladimir Oblast,2011,2420,167.9
Crimes in the Sphere of Economic Activity,Voronezh Oblast,2011,2795,119.7
Crimes in the Sphere of Economic Activity,Ivanovo Oblast,2011,1630,153.8
Crimes in the Sphere of Economic Activity,Kaluga Oblast,2011,1916,189.9
Crimes in the Sphere of Economic Activity,Kostroma Oblast,2011,1518,227.8
Crimes in the Sphere of Economic Activity,Kursk Oblast,2011,1561,138.7
Crimes in the Sphere of Economic Activity,Lipetsk Oblast,2011,1438,122.7
Crimes in the Sphere of Economic Activity,Moscow Oblast,2011,11056,160.9
Crimes in the Sphere of Economic Activity,Oryol Oblast,2011,1870,238.0
Crimes in the Sphere of Economic Activity,Ryazan Oblast,2011,1224,106.3
Crimes in the Sphere of Economic Activity,Smolensk Oblast,2011,2436,247.8
Crimes in the Sphere of Economic Activity,Tambov Oblast,2011,1633,149.9
Crimes in the Sphere of Economic Activity,Tver Oblast,2011,2747,203.5
Crimes in the Sphere of Economic Activity,Tula Oblast,2011,2251,145.2
Crimes in the Sphere of Economic Activity,Yaroslavl Oblast,2011,1093,86.0
Crimes in the Sphere of Economic Activity,Moscow,2011,9441,80.2
Crimes in the Sphere of Economic Activity,Republic of Karelia,2011,1189,185.0
Crimes in the Sphere of Economic Activity,Komi Republic,2011,1014,112.8
Crimes in the Sphere of Economic Activity,Arkhangelsk Oblast,2011,1344,113.6
Crimes in the Sphere of Economic Activity,Nenets Autonomous Okrug,2011,60,142.5
Crimes in the Sphere of Economic Activity,Vologda Oblast,2011,1533,127.6
Crimes in the Sphere of Economic Activity,Kaliningrad Oblast,2011,987,104.8
Crimes in the Sphere of Economic Activity,Leningrad Oblast,2011,2619,152.4
Crimes in the Sphere of Economic Activity,Murmansk Oblast,2011,867,109.2
Crimes in the Sphere of Economic Activity,Novgorod Oblast,2011,1582,250.0
Crimes in the Sphere of Economic Activity,Pskov Oblast,2011,655,97.6
Crimes in the Sphere of Economic Activity,Saint Petersburg,2011,4410,90.0
Crimes in the Sphere of Economic Activity,Republic of Dagestan,2011,1941,66.6
Crimes in the Sphere of Economic Activity,Republic of Ingushetia,2011,427,103.0
Crimes in the Sphere of Economic Activity,Kabardino-Balkar Republic,2011,900,104.7
Crimes in the Sphere of Economic Activity,Karachay-Cherkess Republic,2011,830,173.9
Crimes in the Sphere of Economic Activity,Republic of North Ossetia-Alania,2011,1440,202.1
Crimes in the Sphere of Economic Activity,Chechen Republic,2011,390,30.6
Crimes in the Sphere of Economic Activity,Stavropol Krai,2011,4426,158.9
Crimes in the Sphere of Economic Activity,Republic of Adygea,2011,524,119.1
Crimes in the Sphere of Economic Activity,Republic of Kalmykia,2011,463,160.3
Crimes in the Sphere of Economic Activity,Republic of Crimea,2011,NaN,NaN
Crimes in the Sphere of Economic Activity,Krasnodar Krai,2011,5489,105.0
Crimes in the Sphere of Economic Activity,Astrakhan Oblast,2011,2006,198.7
Crimes in the Sphere of Economic Activity,Volgograd Oblast,2011,4455,170.9
Crimes in the Sphere of Economic Activity,Rostov Oblast,2011,3389,79.3
Crimes in the Sphere of Economic Activity,Sevastopol,2011,NaN,NaN
Crimes in the Sphere of Economic Activity,Republic of Bashkortostan,2011,6862,168.5
Crimes in the Sphere of Economic Activity,Mari El Republic,2011,803,115.5
Crimes in the Sphere of Economic Activity,Republic of Mordovia,2011,1733,208.0
Crimes in the Sphere of Economic Activity,Republic of Tatarstan,2011,4416,116.6
Crimes in the Sphere of Economic Activity,Udmurt Republic,2011,2339,153.8
Crimes in the Sphere of Economic Activity,Chuvash Republic,2011,2459,196.6
Crimes in the Sphere of Economic Activity,Perm Krai,2011,2663,101.1
Crimes in the Sphere of Economic Activity,Kirov Oblast,2011,1533,114.5
Crimes in the Sphere of Economic Activity,Nizhny Novgorod Oblast,2011,7573,229.0
Crimes in the Sphere of Economic Activity,Orenburg Oblast,2011,1732,85.3
Crimes in the Sphere of Economic Activity,Penza Oblast,2011,1168,84.4
Crimes in the Sphere of Economic Activity,Samara Oblast,2011,3729,116.0
Crimes in the Sphere of Economic Activity,Saratov Oblast,2011,3353,133.1
Crimes in the Sphere of Economic Activity,Ulyanovsk Oblast,2011,1533,118.8
Crimes in the Sphere of Economic Activity,Kurgan Oblast,2011,1480,162.8
Crimes in the Sphere of Economic Activity,Sverdlovsk Oblast,2011,6194,144.1
Crimes in the Sphere of Economic Activity,Tyumen Oblast,2011,3131,233.1
Crimes in the Sphere of Economic Activity,Khanty–Mansi Autonomous Okrug – Yugra,2011,2434,158.3
Crimes in the Sphere of Economic Activity,Yamalo-Nenets Autonomous Okrug,2011,864,164.6
Crimes in the Sphere of Economic Activity,Chelyabinsk Oblast,2011,7607,218.9
Crimes in the Sphere of Economic Activity,Altai Republic,2011,260,125.9
Crimes in the Sphere of Economic Activity,Republic of Buryatia,2011,755,77.7
Crimes in the Sphere of Economic Activity,Tuva Republic,2011,200,64.9
Crimes in the Sphere of Economic Activity,Republic of Khakassia,2011,420,78.9
Crimes in the Sphere of Economic Activity,Altai Krai,2011,2430,100.5
Crimes in the Sphere of Economic Activity,Zabaykalsky Krai,2011,1487,134.4
Crimes in the Sphere of Economic Activity,Krasnoyarsk Krai,2011,2449,86.6
Crimes in the Sphere of Economic Activity,Irkutsk Oblast,2011,1926,79.3
Crimes in the Sphere of Economic Activity,Kemerovo Oblast,2011,2228,80.7
Crimes in the Sphere of Economic Activity,Novosibirsk Oblast,2011,4872,182.7
Crimes in the Sphere of Economic Activity,Omsk Oblast,2011,3289,166.4
Crimes in the Sphere of Economic Activity,Tomsk Oblast,2011,1107,105.6
Crimes in the Sphere of Economic Activity,Sakha (Yakutia) Republic,2011,1558,162.6
Crimes in the Sphere of Economic Activity,Kamchatka Krai,2011,485,150.8
Crimes in the Sphere of Economic Activity,Primorsky Krai,2011,1577,80.7
Crimes in the Sphere of Economic Activity,Khabarovsk Krai,2011,816,60.8
Crimes in the Sphere of Economic Activity,Amur Oblast,2011,429,51.8
Crimes in the Sphere of Economic Activity,Magadan Oblast,2011,284,181.4
Crimes in the Sphere of Economic Activity,Sakhalin Oblast,2011,551,110.9
Crimes in the Sphere of Economic Activity,Jewish Autonomous Oblast,2011,204,115.7
Crimes in the Sphere of Economic Activity,Chukotka Autonomous Okrug,2011,65,129.1
Murder,Russian Federation,2012,13059,9.1
Murder,Belgorod Oblast,2012,65,4.2
Murder,Bryansk Oblast,2012,116,9.2
Murder,Vladimir Oblast,2012,147,10.3
Murder,Voronezh Oblast,2012,112,4.8
Murder,Ivanovo Oblast,2012,94,9.0
Murder,Kaluga Oblast,2012,93,9.2
Murder,Kostroma Oblast,2012,47,7.1
Murder,Kursk Oblast,2012,69,6.2
Murder,Lipetsk Oblast,2012,96,8.2
Murder,Moscow Oblast,2012,623,8.6
Murder,Oryol Oblast,2012,51,6.5
Murder,Ryazan Oblast,2012,69,6.0
Murder,Smolensk Oblast,2012,73,7.5
Murder,Tambov Oblast,2012,72,6.7
Murder,Tver Oblast,2012,126,9.4
Murder,Tula Oblast,2012,114,7.4
Murder,Yaroslavl Oblast,2012,76,6.0
Murder,Moscow,2012,445,3.8
Murder,Republic of Karelia,2012,56,8.8
Murder,Komi Republic,2012,118,13.4
Murder,Arkhangelsk Oblast,2012,123,10.6
Murder,Nenets Autonomous Okrug,2012,4,9.5
Murder,Vologda Oblast,2012,106,8.8
Murder,Kaliningrad Oblast,2012,57,6.0
Murder,Leningrad Oblast,2012,200,11.5
Murder,Murmansk Oblast,2012,59,7.5
Murder,Novgorod Oblast,2012,73,11.6
Murder,Pskov Oblast,2012,60,9.0
Murder,Saint Petersburg,2012,303,6.1
Murder,Republic of Dagestan,2012,213,7.3
Murder,Republic of Ingushetia,2012,22,5.1
Murder,Kabardino-Balkar Republic,2012,87,10.1
Murder,Karachay-Cherkess Republic,2012,54,11.4
Murder,Republic of North Ossetia-Alania,2012,46,6.5
Murder,Chechen Republic,2012,66,5.1
Murder,Stavropol Krai,2012,149,5.3
Murder,Republic of Adygea,2012,27,6.1
Murder,Republic of Kalmykia,2012,33,11.5
Murder,Republic of Crimea,2012,NaN,NaN
Murder,Krasnodar Krai,2012,355,6.7
